,league,season,game,round,week,date,home_team,away_team,home_score,away_score,status,game_id,url,team_x,home_Expected goals (xG),home_xG non-penalty,home_xG on target (xGOT),home_xG open play,home_xG set play,home_Blocked shots,home_Hit woodwork,home_Shots inside box,home_Shots off target,home_Shots on target,home_Shots outside box,home_Total shots,home_Accurate passes,home_Ball possession,home_Big chances,home_Big chances missed,home_Corners,home_Fouls committed,home_Accurate passes (%),home_Accurate crosses,home_Accurate long balls,home_Offsides,home_Opposition half,home_Own half,home_Passes,home_Throws,home_Accurate crosses (%),home_Accurate long balls (%),home_Touches in opposition box,team_y,away_Expected goals (xG),away_xG non-penalty,away_xG on target (xGOT),away_xG open play,away_xG set play,away_Blocked shots,away_Hit woodwork,away_Shots inside box,away_Shots off target,away_Shots on target,away_Shots outside box,away_Total shots,away_Accurate passes,away_Ball possession,away_Big chances,away_Big chances missed,away_Corners,away_Fouls committed,away_Accurate passes (%),away_Accurate crosses,away_Accurate long balls,away_Offsides,away_Opposition half,away_Own half,away_Passes,away_Throws,away_Accurate crosses (%),away_Accurate long balls (%),away_Touches in opposition box
70,ITA-Serie A,2223,2022-10-01 Empoli-AC Milan,8,8,2022-10-01 18:45:00+00:00,Empoli,AC Milan,1 , 3,FT,3919160,https://fotmob.com/matches/empoli-vs-ac-milan/2f1bbf#3919160,Empoli,1.15,1.15,1.43,0.82,0.32,7.0,0.0,11.0,5.0,4.0,5.0,16.0,201,43,1,1,3,15,0.72,5,27,2,83,118,280,16,0.38,0.54,,AC Milan,2.34,2.34,2.37,2.09,0.25,7.0,1.0,10.0,6.0,6.0,9.0,19.0,298,57,5,2,7,10,0.79,3,47,3,155,143,375,24,0.14,0.65,
71,ITA-Serie A,2223,2022-10-01 Inter-Roma,8,8,2022-10-01 16:00:00+00:00,Inter,Roma,1 , 2,FT,3919162,https://fotmob.com/matches/inter-vs-roma/2hby2d#3919162,Inter,0.98,0.98,0.44,0.41,0.58,5.0,1.0,6.0,8.0,2.0,9.0,15.0,465,58,0,0,5,15,0.86,7,25,1,207,258,540,21,0.35,0.53,,Roma,0.97,0.97,0.56,0.75,0.21,1.0,0.0,6.0,6.0,3.0,4.0,10.0,338,42,1,0,1,14,0.84,2,23,0,140,198,403,18,0.29,0.49,
72,ITA-Serie A,2223,2022-10-01 SSC Napoli-Torino,8,8,2022-10-01 13:00:00+00:00,SSC Napoli,Torino,3 , 1,FT,3919166,https://fotmob.com/matches/torino-vs-ssc-napoli/37am8z#3919166,SSC Napoli,1.62,1.62,2.13,1.47,0.15,3.0,1.0,11.0,5.0,7.0,4.0,15.0,370,49,1,0,4,4,0.81,4,16,0,132,238,456,20,0.57,0.33,,Torino,0.99,0.99,1.15,0.80,0.19,8.0,0.0,11.0,5.0,3.0,5.0,16.0,376,51,0,0,4,17,0.81,8,15,0,201,175,463,15,0.36,0.34,
73,ITA-Serie A,2223,2022-10-02 Atalanta-Fiorentina,8,8,2022-10-02 16:00:00+00:00,Atalanta,Fiorentina,1 , 0,FT,3919159,https://fotmob.com/matches/atalanta-vs-fiorentina/2en1cd#3919159,Atalanta,1.33,1.33,1.11,1.30,0.03,2.0,0.0,8.0,3.0,5.0,2.0,10.0,245,38,3,2,1,12,0.74,3,29,2,150,95,330,26,0.33,0.45,,Fiorentina,0.70,0.70,0.46,0.48,0.22,4.0,0.0,10.0,7.0,5.0,6.0,16.0,454,62,0,0,5,10,0.84,12,37,0,201,253,541,22,0.43,0.47,
74,ITA-Serie A,2223,2022-10-02 Juventus-Bologna,8,8,2022-10-02 18:45:00+00:00,Juventus,Bologna,3 , 0,FT,3919163,https://fotmob.com/matches/bologna-vs-juventus/3818fi#3919163,Juventus,1.83,1.83,1.71,1.50,0.33,4.0,1.0,14.0,7.0,6.0,3.0,17.0,381,48,4,3,2,11,0.84,4,23,1,220,161,455,17,0.21,0.49,,Bologna,0.39,0.39,0.02,0.34,0.05,4.0,0.0,6.0,4.0,1.0,3.0,9.0,414,52,0,0,4,15,0.84,3,26,1,192,222,491,21,0.19,0.55,
75,ITA-Serie A,2223,2022-10-02 Lazio-Spezia,8,8,2022-10-02 10:30:00+00:00,Lazio,Spezia,4 , 0,FT,3919164,https://fotmob.com/matches/lazio-vs-spezia/2t24z9#3919164,Lazio,2.34,1.55,2.83,1.37,0.18,2.0,1.0,12.0,5.0,6.0,1.0,13.0,519,61,4,1,3,3,0.89,2,28,2,178,341,581,21,0.17,0.7,,Spezia,1.06,1.06,0.40,0.80,0.26,6.0,0.0,7.0,6.0,2.0,7.0,14.0,286,39,1,1,6,14,0.8,3,14,6,80,206,358,19,0.23,0.4,
76,ITA-Serie A,2223,2022-10-02 Lecce-Cremonese,8,8,2022-10-02 13:00:00+00:00,Lecce,Cremonese,1 , 1,FT,3919165,https://fotmob.com/matches/cremonese-vs-lecce/2l5obp#3919165,Lecce,0.99,0.20,0.98,0.07,0.14,2.0,0.0,3.0,3.0,1.0,3.0,6.0,297,54,1,0,1,11,0.74,2,27,0,139,158,400,32,0.15,0.49,,Cremonese,1.63,0.84,1.75,0.60,0.25,2.0,0.0,10.0,7.0,4.0,3.0,13.0,221,46,2,1,8,15,0.69,8,16,3,106,115,322,26,0.32,0.28,
77,ITA-Serie A,2223,2022-10-02 Sampdoria-Monza,8,8,2022-10-02 13:00:00+00:00,Sampdoria,Monza,0 , 3,FT,3919167,https://fotmob.com/matches/monza-vs-sampdoria/27xual#3919167,Sampdoria,0.11,0.11,0.05,0.10,0.01,0.0,0.0,0.0,2.0,1.0,3.0,3.0,294,50,0,0,2,16,0.74,5,15,3,147,147,396,23,0.29,0.27,,Monza,1.41,1.41,2.15,1.31,0.09,3.0,0.0,6.0,4.0,6.0,7.0,13.0,309,50,1,0,4,24,0.78,3,39,5,114,195,396,21,0.19,0.49,
78,ITA-Serie A,2223,2022-10-02 Sassuolo-Salernitana,8,8,2022-10-02 13:00:00+00:00,Sassuolo,Salernitana,5 , 0,FT,3919168,https://fotmob.com/matches/salernitana-vs-sassuolo/1pxngb#3919168,Sassuolo,3.24,2.45,5.93,2.45,0.00,2.0,0.0,12.0,4.0,11.0,5.0,17.0,365,44,7,4,1,10,0.85,1,34,1,164,201,427,19,0.14,0.57,,Salernitana,0.51,0.51,0.21,0.36,0.15,0.0,0.0,3.0,5.0,1.0,3.0,6.0,458,56,2,2,2,8,0.85,2,22,3,209,249,537,21,0.09,0.45,
79,ITA-Serie A,2223,2022-10-03 Hellas Verona-Udinese,8,8,2022-10-03 18:45:00+00:00,Hellas Verona,Udinese,1 , 2,FT,3919161,https://fotmob.com/matches/udinese-vs-hellas-verona/2tmp9u#3919161,Hellas Verona,0.35,0.35,0.81,0.26,0.09,2.0,0.0,4.0,3.0,2.0,3.0,7.0,156,31,0,0,4,15,0.67,3,21,4,85,71,233,16,0.15,0.41,17,Udinese,1.83,1.83,2.20,1.42,0.42,5.0,1.0,11.0,8.0,8.0,10.0,21.0,472,69,4,2,9,11,0.85,4,21,1,268,204,553,17,0.33,0.53,36
80,ITA-Serie A,2223,2022-10-08 AC Milan-Juventus,9,9,2022-10-08 16:00:00+00:00,AC Milan,Juventus,2 , 0,FT,3919172,https://fotmob.com/matches/ac-milan-vs-juventus/2tc0mu#3919172,AC Milan,2.28,2.28,1.57,1.05,1.23,7.0,2.0,14.0,11.0,3.0,7.0,21.0,250,40,3,1,9,7,0.72,8,32,1,141,109,349,27,0.42,0.52,,Juventus,0.77,0.77,0.14,0.59,0.19,4.0,0.0,8.0,3.0,3.0,2.0,10.0,463,60,0,0,3,7,0.85,2,32,0,203,260,547,22,0.18,0.58,
81,ITA-Serie A,2223,2022-10-08 Bologna-Sampdoria,9,9,2022-10-08 18:45:00+00:00,Bologna,Sampdoria,1 , 1,FT,3919169,https://fotmob.com/matches/bologna-vs-sampdoria/37zyqc#3919169,Bologna,0.76,0.76,0.74,0.65,0.11,3.0,1.0,6.0,4.0,3.0,4.0,10.0,298,51,0,0,2,17,0.77,4,17,5,129,169,389,28,0.21,0.35,,Sampdoria,0.62,0.62,1.30,0.59,0.03,3.0,0.0,4.0,3.0,3.0,5.0,9.0,278,49,2,1,5,21,0.73,2,18,1,154,124,382,29,0.11,0.34,
82,ITA-Serie A,2223,2022-10-08 Sassuolo-Inter,9,9,2022-10-08 13:00:00+00:00,Sassuolo,Inter,1 , 2,FT,3919176,https://fotmob.com/matches/sassuolo-vs-inter/29tzz6#3919176,Sassuolo,1.18,1.18,0.43,0.88,0.30,7.0,0.0,11.0,5.0,3.0,4.0,15.0,422,52,1,0,6,14,0.85,7,41,0,206,216,496,19,0.39,0.62,,Inter,2.40,2.40,2.04,1.78,0.62,3.0,0.0,11.0,9.0,4.0,5.0,16.0,389,48,4,2,5,17,0.86,8,31,1,140,249,450,15,0.4,0.53,
83,ITA-Serie A,2223,2022-10-09 Cremonese-SSC Napoli,9,9,2022-10-09 16:00:00+00:00,Cremonese,SSC Napoli,1 , 4,FT,3919170,https://fotmob.com/matches/cremonese-vs-ssc-napoli/2l0qxt#3919170,Cremonese,0.80,0.80,0.95,0.74,0.06,4.0,0.0,5.0,7.0,1.0,7.0,12.0,184,30,1,0,5,18,0.72,3,16,4,92,92,257,15,0.23,0.28,,SSC Napoli,4.22,3.43,4.36,2.58,0.85,2.0,1.0,13.0,9.0,10.0,8.0,21.0,555,70,7,3,2,6,0.89,3,22,1,309,246,622,15,0.27,0.51,
84,ITA-Serie A,2223,2022-10-09 Monza-Spezia,9,9,2022-10-09 13:00:00+00:00,Monza,Spezia,2 , 0,FT,3919173,https://fotmob.com/matches/monza-vs-spezia/27xhne#3919173,Monza,0.75,0.75,1.05,0.51,0.23,1.0,0.0,3.0,2.0,4.0,4.0,7.0,317,48,1,0,3,10,0.77,1,20,3,137,180,411,21,0.11,0.34,,Spezia,0.47,0.47,0.18,0.22,0.25,4.0,0.0,7.0,5.0,1.0,3.0,10.0,359,52,0,0,6,20,0.82,4,30,4,141,218,439,27,0.24,0.53,
85,ITA-Serie A,2223,2022-10-09 Roma-Lecce,9,9,2022-10-09 18:45:00+00:00,Roma,Lecce,2 , 1,FT,3919174,https://fotmob.com/matches/roma-vs-lecce/2upm4p#3919174,Roma,3.31,2.52,2.43,1.90,0.63,7.0,0.0,14.0,7.0,6.0,6.0,20.0,477,67,5,4,13,12,0.89,8,37,1,267,210,536,18,0.26,0.67,,Lecce,0.26,0.26,0.64,0.14,0.12,1.0,0.0,4.0,2.0,3.0,2.0,6.0,196,33,0,0,4,11,0.71,2,18,1,81,115,275,23,0.29,0.4,
86,ITA-Serie A,2223,2022-10-09 Salernitana-Hellas Verona,9,9,2022-10-09 13:00:00+00:00,Salernitana,Hellas Verona,2 , 1,FT,3919175,https://fotmob.com/matches/salernitana-vs-hellas-verona/27nbbi#3919175,Salernitana,1.07,1.07,1.72,0.93,0.14,4.0,0.0,6.0,6.0,4.0,8.0,14.0,229,40,1,0,1,9,0.71,2,26,1,104,125,322,15,0.25,0.37,12,Hellas Verona,0.91,0.91,1.00,0.88,0.03,4.0,2.0,4.0,6.0,2.0,8.0,12.0,370,60,1,0,6,15,0.81,4,21,3,196,174,457,20,0.15,0.4,14
87,ITA-Serie A,2223,2022-10-09 Torino-Empoli,9,9,2022-10-09 10:30:00+00:00,Torino,Empoli,1 , 1,FT,3919177,https://fotmob.com/matches/empoli-vs-torino/2s495r#3919177,Torino,2.43,2.43,1.71,1.74,0.69,2.0,1.0,17.0,11.0,7.0,3.0,20.0,457,66,4,4,6,15,0.89,13,45,3,272,185,512,30,0.35,0.68,,Empoli,0.17,0.17,0.43,0.13,0.04,1.0,0.0,1.0,3.0,2.0,5.0,6.0,191,34,0,0,1,9,0.72,1,25,1,57,134,267,17,0.2,0.42,
88,ITA-Serie A,2223,2022-10-09 Udinese-Atalanta,9,9,2022-10-09 13:00:00+00:00,Udinese,Atalanta,2 , 2,FT,3919178,https://fotmob.com/matches/atalanta-vs-udinese/2faumq#3919178,Udinese,1.05,1.05,0.75,0.48,0.57,2.0,0.0,6.0,6.0,2.0,4.0,10.0,418,59,1,0,5,11,0.83,2,30,0,201,217,502,30,0.17,0.6,,Atalanta,2.11,1.32,2.73,1.07,0.25,1.0,0.0,6.0,3.0,5.0,3.0,9.0,270,41,2,0,3,12,0.77,3,23,1,141,129,349,19,0.27,0.47,
89,ITA-Serie A,2223,2022-10-10 Fiorentina-Lazio,9,9,2022-10-10 18:45:00+00:00,Fiorentina,Lazio,0 , 4,FT,3919171,https://fotmob.com/matches/fiorentina-vs-lazio/2etzl8#3919171,Fiorentina,2.26,2.26,0.52,1.53,0.73,8.0,1.0,18.0,14.0,3.0,7.0,25.0,445,62,5,5,9,17,0.86,11,46,4,247,198,515,20,0.31,0.7,,Lazio,1.58,1.58,2.88,1.39,0.19,1.0,1.0,8.0,3.0,6.0,2.0,10.0,251,38,3,0,2,9,0.76,2,28,2,68,183,332,17,0.33,0.5,
90,ITA-Serie A,2223,2022-10-15 Atalanta-Sassuolo,10,10,2022-10-15 18:45:00+00:00,Atalanta,Sassuolo,2 , 1,FT,3919179,https://fotmob.com/matches/sassuolo-vs-atalanta/28qbxm#3919179,Atalanta,2.56,2.56,2.50,2.43,0.13,3.0,0.0,12.0,9.0,4.0,4.0,16.0,391,48,4,2,3,10,0.81,7,21,3,194,197,482,25,0.47,0.45,,Sassuolo,0.80,0.80,0.52,0.76,0.04,2.0,1.0,7.0,6.0,3.0,4.0,11.0,427,52,0,0,3,8,0.82,6,54,2,181,246,521,20,0.33,0.66,
91,ITA-Serie A,2223,2022-10-15 Empoli-Monza,10,10,2022-10-15 13:00:00+00:00,Empoli,Monza,1 , 0,FT,3919180,https://fotmob.com/matches/monza-vs-empoli/1vbubb#3919180,Empoli,1.84,1.84,2.25,1.75,0.09,1.0,1.0,10.0,5.0,5.0,1.0,11.0,233,36,5,4,2,17,0.75,5,16,1,75,158,310,21,0.42,0.36,,Monza,1.31,1.31,1.14,1.02,0.28,5.0,0.0,11.0,7.0,4.0,5.0,16.0,472,64,0,0,9,14,0.87,7,56,1,296,176,542,25,0.19,0.79,
92,ITA-Serie A,2223,2022-10-15 Torino-Juventus,10,10,2022-10-15 16:00:00+00:00,Torino,Juventus,0 , 1,FT,3919188,https://fotmob.com/matches/torino-vs-juventus/37eu56#3919188,Torino,0.61,0.61,0.31,0.58,0.03,6.0,0.0,3.0,7.0,2.0,12.0,15.0,400,53,0,0,3,11,0.84,3,19,0,227,173,479,19,0.21,0.39,,Juventus,2.27,2.27,2.60,1.42,0.85,2.0,0.0,10.0,4.0,8.0,4.0,14.0,336,47,3,2,6,8,0.8,7,42,0,162,174,422,15,0.39,0.61,
93,ITA-Serie A,2223,2022-10-16 Hellas Verona-AC Milan,10,10,2022-10-16 18:45:00+00:00,Hellas Verona,AC Milan,1 , 2,FT,3919181,https://fotmob.com/matches/ac-milan-vs-hellas-verona/2t8gjc#3919181,Hellas Verona,2.14,2.14,0.60,1.31,0.83,7.0,1.0,14.0,7.0,5.0,5.0,19.0,230,46,2,2,9,7,0.69,7,27,0,135,95,332,22,0.32,0.49,,AC Milan,1.93,1.93,1.08,1.82,0.11,5.0,0.0,9.0,5.0,6.0,7.0,16.0,303,54,2,1,3,9,0.76,3,29,1,135,168,398,21,0.27,0.49,
94,ITA-Serie A,2223,2022-10-16 Inter-Salernitana,10,10,2022-10-16 10:30:00+00:00,Inter,Salernitana,2 , 0,FT,3919182,https://fotmob.com/matches/salernitana-vs-inter/1w11u2#3919182,Inter,1.75,1.75,2.84,1.08,0.67,3.0,0.0,13.0,7.0,6.0,3.0,16.0,469,62,2,1,6,12,0.88,7,47,0,208,261,534,11,0.3,0.69,,Salernitana,0.36,0.36,0.52,0.31,0.05,1.0,0.0,4.0,4.0,3.0,4.0,8.0,267,38,0,0,4,14,0.81,0,18,4,110,157,330,21,0.0,0.43,
95,ITA-Serie A,2223,2022-10-16 Lazio-Udinese,10,10,2022-10-16 13:00:00+00:00,Lazio,Udinese,0 , 0,FT,3919183,https://fotmob.com/matches/lazio-vs-udinese/2fhtto#3919183,Lazio,0.79,0.79,0.57,0.49,0.30,1.0,0.0,5.0,4.0,3.0,3.0,8.0,385,55,1,1,7,8,0.82,3,31,0,176,209,472,31,0.19,0.61,,Udinese,0.86,0.86,0.37,0.79,0.07,3.0,2.0,8.0,7.0,2.0,4.0,12.0,318,45,0,0,3,11,0.81,3,30,1,106,212,393,29,0.27,0.5,
96,ITA-Serie A,2223,2022-10-16 SSC Napoli-Bologna,10,10,2022-10-16 16:00:00+00:00,SSC Napoli,Bologna,3 , 2,FT,3919185,https://fotmob.com/matches/bologna-vs-ssc-napoli/37x04l#3919185,SSC Napoli,2.60,2.60,2.65,1.97,0.63,12.0,1.0,27.0,8.0,11.0,4.0,31.0,407,48,5,4,6,6,0.84,8,25,2,239,168,486,27,0.44,0.53,,Bologna,1.30,1.30,1.31,0.85,0.46,6.0,0.0,11.0,7.0,3.0,5.0,16.0,439,52,1,0,4,10,0.84,6,31,1,136,303,523,18,0.43,0.49,
97,ITA-Serie A,2223,2022-10-16 Spezia-Cremonese,10,10,2022-10-16 13:00:00+00:00,Spezia,Cremonese,2 , 2,FT,3919187,https://fotmob.com/matches/cremonese-vs-spezia/2l30sk#3919187,Spezia,1.59,1.59,1.43,1.03,0.55,6.0,0.0,6.0,3.0,6.0,9.0,15.0,291,54,1,1,6,12,0.71,6,19,3,128,163,409,29,0.3,0.32,,Cremonese,2.28,2.28,2.14,0.95,1.33,9.0,0.0,14.0,11.0,4.0,10.0,24.0,242,46,4,2,8,11,0.69,6,22,2,107,135,349,18,0.26,0.39,
98,ITA-Serie A,2223,2022-10-17 Lecce-Fiorentina,10,10,2022-10-17 18:45:00+00:00,Lecce,Fiorentina,1 , 1,FT,3919184,https://fotmob.com/matches/fiorentina-vs-lecce/2t1qro#3919184,Lecce,1.09,1.09,0.91,1.09,0.00,0.0,0.0,6.0,4.0,2.0,0.0,6.0,210,41,3,2,2,15,0.7,4,28,3,98,112,302,18,0.25,0.38,,Fiorentina,0.54,0.54,1.13,0.34,0.21,5.0,0.0,4.0,0.0,5.0,6.0,10.0,337,59,0,0,8,16,0.76,4,26,2,149,188,446,25,0.2,0.39,
99,ITA-Serie A,2223,2022-10-17 Sampdoria-Roma,10,10,2022-10-17 16:30:00+00:00,Sampdoria,Roma,0 , 1,FT,3919186,https://fotmob.com/matches/roma-vs-sampdoria/2un85a#3919186,Sampdoria,0.25,0.25,0.07,0.05,0.20,2.0,0.0,3.0,5.0,1.0,5.0,8.0,349,59,0,0,4,20,0.78,3,26,0,153,196,447,20,0.16,0.48,,Roma,1.79,1.00,1.40,1.00,0.00,1.0,0.0,6.0,2.0,4.0,1.0,7.0,220,41,6,5,3,20,0.72,4,29,3,100,120,307,20,0.29,0.43,
100,ITA-Serie A,2223,2022-10-21 Juventus-Empoli,11,11,2022-10-21 18:45:00+00:00,Juventus,Empoli,4 , 0,FT,3919133,https://fotmob.com/matches/empoli-vs-juventus/2t05wr#3919133,Juventus,3.47,3.47,2.47,2.98,0.49,8.0,0.0,15.0,6.0,7.0,6.0,21.0,319,42,7,4,6,13,0.84,13,32,2,169,150,379,15,0.52,0.52,,Empoli,0.66,0.66,0.31,0.56,0.10,2.0,0.0,7.0,6.0,4.0,5.0,12.0,469,58,0,0,4,11,0.88,2,21,1,198,271,533,22,0.13,0.64,
101,ITA-Serie A,2223,2022-10-22 AC Milan-Monza,11,11,2022-10-22 16:00:00+00:00,AC Milan,Monza,4 , 1,FT,3919134,https://fotmob.com/matches/monza-vs-ac-milan/1vlisq#3919134,AC Milan,1.15,1.15,2.19,1.15,0.00,1.0,0.0,7.0,4.0,7.0,5.0,12.0,389,49,3,2,2,18,0.84,0,54,0,158,231,463,20,0.0,0.66,,Monza,1.22,1.22,1.48,1.03,0.19,6.0,0.0,8.0,4.0,6.0,8.0,16.0,397,51,2,2,2,9,0.84,4,25,0,189,208,471,26,0.44,0.57,
102,ITA-Serie A,2223,2022-10-22 Fiorentina-Inter,11,11,2022-10-22 18:45:00+00:00,Fiorentina,Inter,3 , 4,FT,3919132,https://fotmob.com/matches/fiorentina-vs-inter/2fs4je#3919132,Fiorentina,1.27,0.48,1.94,0.25,0.23,2.0,0.0,6.0,4.0,4.0,4.0,10.0,403,58,1,0,1,15,0.82,6,31,0,213,190,489,26,0.38,0.51,,Inter,2.36,1.57,3.81,1.47,0.10,0.0,0.0,8.0,1.0,7.0,0.0,8.0,252,42,5,2,2,14,0.73,3,24,4,74,178,344,18,0.27,0.38,
103,ITA-Serie A,2223,2022-10-22 Salernitana-Spezia,11,11,2022-10-22 13:00:00+00:00,Salernitana,Spezia,1 , 0,FT,3919136,https://fotmob.com/matches/salernitana-vs-spezia/27p2fq#3919136,Salernitana,1.74,1.74,1.60,1.05,0.70,7.0,1.0,10.0,6.0,4.0,7.0,17.0,246,44,2,2,4,9,0.77,4,25,1,108,138,319,22,0.24,0.47,,Spezia,0.95,0.95,0.17,0.80,0.15,3.0,0.0,8.0,9.0,2.0,6.0,14.0,327,56,0,0,7,8,0.8,4,16,2,162,165,409,22,0.2,0.31,
104,ITA-Serie A,2223,2022-10-23 Atalanta-Lazio,11,11,2022-10-23 16:00:00+00:00,Atalanta,Lazio,0 , 2,FT,3919129,https://fotmob.com/matches/atalanta-vs-lazio/2epyoh#3919129,Atalanta,0.80,0.80,0.00,0.65,0.15,3.0,0.0,5.0,4.0,0.0,2.0,7.0,400,47,2,2,5,15,0.83,4,24,1,196,204,480,23,0.17,0.62,,Lazio,0.87,0.87,1.80,0.78,0.09,2.0,0.0,5.0,5.0,5.0,7.0,12.0,489,53,1,0,8,9,0.87,2,31,0,169,320,562,23,0.17,0.6,
105,ITA-Serie A,2223,2022-10-23 Bologna-Lecce,11,11,2022-10-23 13:00:00+00:00,Bologna,Lecce,2 , 0,FT,3919130,https://fotmob.com/matches/bologna-vs-lecce/382i4x#3919130,Bologna,1.77,0.98,1.92,0.31,0.67,0.0,0.0,8.0,4.0,5.0,1.0,9.0,310,54,4,2,9,12,0.76,5,27,1,133,177,408,25,0.22,0.46,,Lecce,0.43,0.43,0.20,0.27,0.16,1.0,0.0,4.0,3.0,4.0,4.0,8.0,266,46,0,0,4,14,0.74,6,22,1,135,131,358,27,0.5,0.49,
106,ITA-Serie A,2223,2022-10-23 Roma-SSC Napoli,11,11,2022-10-23 18:45:00+00:00,Roma,SSC Napoli,0 , 1,FT,3919135,https://fotmob.com/matches/roma-vs-ssc-napoli/2ukfv8#3919135,Roma,0.32,0.32,0.00,0.21,0.10,3.0,0.0,2.0,3.0,0.0,4.0,6.0,269,40,0,0,3,14,0.75,1,29,3,62,207,357,16,0.1,0.39,,SSC Napoli,0.95,0.95,1.10,0.89,0.06,3.0,0.0,8.0,4.0,5.0,4.0,12.0,453,60,1,1,4,12,0.86,2,20,0,193,260,529,30,0.13,0.49,
107,ITA-Serie A,2223,2022-10-23 Udinese-Torino,11,11,2022-10-23 10:30:00+00:00,Udinese,Torino,1 , 2,FT,3919138,https://fotmob.com/matches/udinese-vs-torino/2su8qu#3919138,Udinese,2.00,2.00,1.48,1.76,0.25,2.0,0.0,10.0,9.0,4.0,5.0,15.0,343,54,2,1,7,12,0.82,5,24,1,188,155,418,30,0.23,0.51,,Torino,1.52,1.52,1.10,1.26,0.26,2.0,0.0,9.0,5.0,6.0,4.0,13.0,271,46,1,1,4,16,0.77,2,27,0,143,128,354,8,0.2,0.43,
108,ITA-Serie A,2223,2022-10-24 Cremonese-Sampdoria,11,11,2022-10-24 16:30:00+00:00,Cremonese,Sampdoria,0 , 1,FT,3919131,https://fotmob.com/matches/cremonese-vs-sampdoria/2l3efs#3919131,Cremonese,2.06,1.27,1.18,1.08,0.19,6.0,0.0,12.0,11.0,4.0,9.0,21.0,288,52,1,1,5,16,0.76,7,27,4,156,132,381,29,0.28,0.47,,Sampdoria,1.27,1.27,1.36,0.41,0.86,1.0,0.0,5.0,3.0,4.0,3.0,8.0,275,48,2,1,1,15,0.75,1,30,2,122,153,368,22,0.08,0.45,
109,ITA-Serie A,2223,2022-10-24 Sassuolo-Hellas Verona,11,11,2022-10-24 18:45:00+00:00,Sassuolo,Hellas Verona,2 , 1,FT,3919137,https://fotmob.com/matches/sassuolo-vs-hellas-verona/2mj58u#3919137,Sassuolo,1.47,1.47,0.63,1.34,0.13,8.0,1.0,11.0,3.0,3.0,3.0,14.0,320,51,2,1,4,7,0.77,3,33,2,144,176,413,13,0.33,0.47,,Hellas Verona,1.38,1.38,2.06,1.20,0.17,2.0,1.0,9.0,6.0,5.0,4.0,13.0,295,49,3,3,5,19,0.78,9,31,4,134,161,378,22,0.36,0.5,
110,ITA-Serie A,2223,2022-10-29 Inter-Sampdoria,12,12,2022-10-29 18:45:00+00:00,Inter,Sampdoria,3 , 0,FT,3919142,https://fotmob.com/matches/inter-vs-sampdoria/2u3cqf#3919142,Inter,2.11,2.11,1.54,1.26,0.85,2.0,0.0,13.0,7.0,8.0,4.0,17.0,398,52,4,3,3,4,0.82,6,34,1,130,268,488,13,0.38,0.62,,Sampdoria,0.55,0.55,0.27,0.44,0.11,2.0,0.0,4.0,5.0,2.0,5.0,9.0,372,48,0,0,3,13,0.82,5,30,0,216,156,453,19,0.19,0.45,
111,ITA-Serie A,2223,2022-10-29 Lecce-Juventus,12,12,2022-10-29 16:00:00+00:00,Lecce,Juventus,0 , 1,FT,3919144,https://fotmob.com/matches/juventus-vs-lecce/38ed1f#3919144,Lecce,0.25,0.25,0.00,0.18,0.07,1.0,1.0,2.0,4.0,0.0,3.0,5.0,207,36,0,0,7,16,0.69,2,22,2,100,107,301,19,0.12,0.42,,Juventus,0.59,0.59,1.16,0.40,0.20,4.0,0.0,7.0,4.0,5.0,6.0,13.0,452,64,0,0,7,13,0.83,7,34,0,247,205,547,25,0.28,0.52,
112,ITA-Serie A,2223,2022-10-29 SSC Napoli-Sassuolo,12,12,2022-10-29 13:00:00+00:00,SSC Napoli,Sassuolo,4 , 0,FT,3919146,https://fotmob.com/matches/sassuolo-vs-ssc-napoli/2mirhu#3919146,SSC Napoli,2.18,2.18,2.63,1.45,0.73,4.0,0.0,12.0,8.0,6.0,6.0,18.0,614,67,5,1,11,5,0.92,7,31,3,242,372,668,20,0.33,0.72,,Sassuolo,0.99,0.99,1.60,0.99,0.00,0.0,0.0,7.0,4.0,6.0,3.0,10.0,255,33,2,2,5,6,0.8,2,20,0,110,145,317,19,0.13,0.49,
113,ITA-Serie A,2223,2022-10-30 Cremonese-Udinese,12,12,2022-10-30 14:00:00+00:00,Cremonese,Udinese,0 , 0,FT,3919139,https://fotmob.com/matches/cremonese-vs-udinese/28331t#3919139,Cremonese,0.71,0.71,0.37,0.52,0.19,5.0,0.0,9.0,6.0,2.0,4.0,13.0,268,41,0,0,7,8,0.78,8,12,2,145,123,343,27,0.28,0.3,,Udinese,1.01,1.01,0.50,0.85,0.16,3.0,0.0,7.0,7.0,3.0,6.0,13.0,440,59,2,2,4,9,0.83,1,31,3,247,193,532,18,0.08,0.6,
114,ITA-Serie A,2223,2022-10-30 Empoli-Atalanta,12,12,2022-10-30 11:30:00+00:00,Empoli,Atalanta,0 , 2,FT,3919140,https://fotmob.com/matches/atalanta-vs-empoli/2emo6h#3919140,Empoli,0.84,0.84,0.13,0.51,0.32,6.0,0.0,6.0,4.0,3.0,7.0,13.0,357,52,0,0,7,10,0.82,2,10,4,137,220,434,31,0.1,0.29,,Atalanta,3.12,2.34,2.65,2.21,0.12,11.0,0.0,16.0,3.0,6.0,4.0,20.0,342,48,4,3,2,13,0.83,3,26,2,176,166,412,17,0.3,0.49,
