,league,season,game,round,week,date,home_team,away_team,home_score,away_score,status,game_id,url,team_x,home_Expected goals (xG),home_xG non-penalty,home_xG on target (xGOT),home_xG open play,home_xG set play,home_Blocked shots,home_Hit woodwork,home_Shots inside box,home_Shots off target,home_Shots on target,home_Shots outside box,home_Total shots,home_Accurate passes,home_Ball possession,home_Big chances,home_Big chances missed,home_Corners,home_Fouls committed,home_Accurate passes (%),home_Accurate crosses,home_Accurate long balls,home_Offsides,home_Opposition half,home_Own half,home_Passes,home_Throws,home_Accurate crosses (%),home_Accurate long balls (%),home_Touches in opposition box,team_y,away_Expected goals (xG),away_xG non-penalty,away_xG on target (xGOT),away_xG open play,away_xG set play,away_Blocked shots,away_Hit woodwork,away_Shots inside box,away_Shots off target,away_Shots on target,away_Shots outside box,away_Total shots,away_Accurate passes,away_Ball possession,away_Big chances,away_Big chances missed,away_Corners,away_Fouls committed,away_Accurate passes (%),away_Accurate crosses,away_Accurate long balls,away_Offsides,away_Opposition half,away_Own half,away_Passes,away_Throws,away_Accurate crosses (%),away_Accurate long balls (%),away_Touches in opposition box
230,ITA-Serie A,2223,2023-02-25 Empoli-SSC Napoli,24,24,2023-02-25 17:00:00+00:00,Empoli,SSC Napoli,0 , 2,FT,3919271,https://fotmob.com/matches/empoli-vs-ssc-napoli/2sw7tc#3919271,Empoli,0.58,0.58,0.52,0.51,0.07,3.0,0.0,3.0,4.0,2.0,6.0,9.0,339,46,0,0,4,10,0.83,1,14,0,112,227,408,18,0.08,0.41,,SSC Napoli,2.63,2.63,3.38,1.60,1.03,5.0,1.0,10.0,8.0,6.0,9.0,19.0,418,54,4,3,13,9,0.88,4,38,4,255,163,474,28,0.16,0.7,
231,ITA-Serie A,2223,2023-02-25 Lecce-Sassuolo,24,24,2023-02-25 19:45:00+00:00,Lecce,Sassuolo,0 , 1,FT,3919275,https://fotmob.com/matches/sassuolo-vs-lecce/2mnqb0#3919275,Lecce,1.19,1.19,0.00,0.84,0.35,5.0,0.0,11.0,11.0,0.0,5.0,16.0,213,41,1,1,4,17,0.66,6,21,2,125,88,324,38,0.24,0.31,,Sassuolo,1.10,1.10,0.57,0.70,0.40,0.0,0.0,6.0,4.0,3.0,1.0,7.0,367,59,2,2,7,7,0.78,4,28,1,137,230,473,32,0.18,0.43,
232,ITA-Serie A,2223,2023-02-26 AC Milan-Atalanta,24,24,2023-02-26 19:45:00+00:00,AC Milan,Atalanta,2 , 0,FT,3919276,https://fotmob.com/matches/atalanta-vs-ac-milan/2exnf8#3919276,AC Milan,1.76,1.76,0.38,1.67,0.09,3.0,1.0,10.0,7.0,3.0,3.0,13.0,398,48,4,3,4,11,0.82,3,31,1,179,219,486,17,0.23,0.53,,Atalanta,0.11,0.11,0.00,0.03,0.08,2.0,0.0,0.0,1.0,0.0,3.0,3.0,428,52,0,0,3,11,0.8,3,18,1,241,187,534,22,0.27,0.41,
233,ITA-Serie A,2223,2023-02-26 Bologna-Inter,24,24,2023-02-26 11:30:00+00:00,Bologna,Inter,1 , 0,FT,3919269,https://fotmob.com/matches/inter-vs-bologna/2ttfqc#3919269,Bologna,1.27,1.27,0.55,1.03,0.24,3.0,1.0,8.0,5.0,5.0,5.0,13.0,398,48,1,0,1,7,0.81,4,30,4,178,220,492,26,0.36,0.45,,Inter,1.02,1.02,0.31,0.87,0.15,3.0,0.0,8.0,6.0,4.0,5.0,13.0,436,52,1,1,6,14,0.83,6,26,2,220,216,527,19,0.3,0.45,
234,ITA-Serie A,2223,2023-02-26 Salernitana-Monza,24,24,2023-02-26 14:00:00+00:00,Salernitana,Monza,3 , 0,FT,3919277,https://fotmob.com/matches/salernitana-vs-monza/1e6y90#3919277,Salernitana,2.43,2.43,1.77,2.34,0.09,3.0,0.0,10.0,4.0,5.0,2.0,12.0,287,38,3,2,1,12,0.81,3,25,1,81,206,353,15,0.33,0.49,,Monza,1.39,1.39,0.85,1.21,0.18,10.0,0.0,8.0,1.0,4.0,7.0,15.0,500,62,1,1,3,16,0.88,3,23,2,227,273,570,20,0.2,0.58,
235,ITA-Serie A,2223,2023-02-26 Udinese-Spezia,24,24,2023-02-26 17:00:00+00:00,Udinese,Spezia,2 , 2,FT,3919278,https://fotmob.com/matches/udinese-vs-spezia/2tooki#3919278,Udinese,2.50,2.50,1.66,2.12,0.38,4.0,0.0,8.0,5.0,6.0,7.0,15.0,336,49,4,3,5,11,0.83,5,37,0,157,179,406,21,0.24,0.56,,Spezia,2.54,2.54,1.19,2.39,0.15,4.0,0.0,6.0,3.0,2.0,3.0,9.0,354,51,4,2,2,16,0.82,1,19,1,138,216,432,19,0.08,0.46,
236,ITA-Serie A,2223,2023-02-27 Hellas Verona-Fiorentina,24,24,2023-02-27 17:30:00+00:00,Hellas Verona,Fiorentina,0 , 3,FT,3919272,https://fotmob.com/matches/fiorentina-vs-hellas-verona/2sx086#3919272,Hellas Verona,1.20,1.20,0.76,1.08,0.13,3.0,1.0,8.0,6.0,3.0,4.0,12.0,257,46,2,2,4,15,0.68,5,27,4,79,178,378,20,0.38,0.38,,Fiorentina,1.48,1.48,1.95,1.10,0.37,5.0,0.0,10.0,4.0,7.0,6.0,16.0,315,54,2,1,2,11,0.71,4,37,0,185,130,441,24,0.24,0.47,
237,ITA-Serie A,2223,2023-02-27 Lazio-Sampdoria,24,24,2023-02-27 19:45:00+00:00,Lazio,Sampdoria,1 , 0,FT,3919274,https://fotmob.com/matches/lazio-vs-sampdoria/2t2j73#3919274,Lazio,1.55,1.55,0.44,1.29,0.26,3.0,1.0,11.0,8.0,4.0,4.0,15.0,507,57,2,2,8,10,0.85,6,30,3,255,252,600,16,0.33,0.58,,Sampdoria,0.49,0.49,0.19,0.43,0.06,3.0,0.0,5.0,3.0,2.0,3.0,8.0,359,43,0,0,3,13,0.8,1,32,1,142,217,450,18,0.07,0.58,
238,ITA-Serie A,2223,2023-02-28 Cremonese-Roma,24,24,2023-02-28 17:30:00+00:00,Cremonese,Roma,2 , 1,FT,3919270,https://fotmob.com/matches/cremonese-vs-roma/28xeca#3919270,Cremonese,0.99,0.20,1.34,0.20,0.00,2.0,0.0,3.0,2.0,2.0,3.0,6.0,200,34,1,0,3,17,0.67,0,24,0,83,117,297,21,0.0,0.36,,Roma,1.21,1.21,1.41,0.89,0.32,3.0,0.0,3.0,4.0,3.0,7.0,10.0,479,66,1,0,3,11,0.81,5,38,5,166,313,591,27,0.29,0.48,
239,ITA-Serie A,2223,2023-02-28 Juventus-Torino,24,24,2023-02-28 19:45:00+00:00,Juventus,Torino,4 , 2,FT,3919273,https://fotmob.com/matches/torino-vs-juventus/37eu56#3919273,Juventus,1.55,1.55,1.85,0.70,0.85,1.0,1.0,10.0,6.0,6.0,3.0,13.0,323,42,3,2,3,5,0.8,8,18,0,132,191,402,17,0.47,0.4,,Torino,1.24,1.24,1.64,0.41,0.83,0.0,1.0,7.0,5.0,3.0,1.0,8.0,491,58,1,0,7,13,0.87,6,25,1,269,222,565,13,0.4,0.49,
240,ITA-Serie A,2223,2023-03-03 SSC Napoli-Lazio,25,25,2023-03-03 19:45:00+00:00,SSC Napoli,Lazio,0 , 1,FT,3919283,https://fotmob.com/matches/lazio-vs-ssc-napoli/2szrou#3919283,SSC Napoli,0.92,0.92,0.11,0.45,0.47,8.0,1.0,3.0,4.0,2.0,11.0,14.0,656,65,1,1,8,13,0.89,1,23,3,280,376,735,24,0.05,0.55,,Lazio,0.24,0.24,0.20,0.15,0.09,2.0,1.0,2.0,1.0,2.0,3.0,5.0,315,35,0,0,3,8,0.78,1,14,0,98,217,402,22,0.13,0.27,
241,ITA-Serie A,2223,2023-03-04 Atalanta-Udinese,25,25,2023-03-04 17:00:00+00:00,Atalanta,Udinese,0 , 0,FT,3919279,https://fotmob.com/matches/atalanta-vs-udinese/2faumq#3919279,Atalanta,1.43,1.43,0.43,1.02,0.41,4.0,0.0,13.0,8.0,5.0,4.0,17.0,527,67,1,1,12,12,0.84,6,23,3,292,235,627,34,0.22,0.49,,Udinese,0.30,0.30,0.03,0.28,0.02,1.0,0.0,3.0,3.0,1.0,2.0,5.0,215,33,0,0,3,12,0.7,1,16,2,88,127,306,15,0.09,0.36,
242,ITA-Serie A,2223,2023-03-04 Fiorentina-AC Milan,25,25,2023-03-04 19:45:00+00:00,Fiorentina,AC Milan,2 , 1,FT,3919280,https://fotmob.com/matches/fiorentina-vs-ac-milan/2f1oie#3919280,Fiorentina,2.15,1.36,1.74,1.02,0.34,2.0,0.0,12.0,6.0,8.0,4.0,16.0,281,48,2,0,11,12,0.8,8,30,0,133,148,353,20,0.32,0.53,,AC Milan,0.89,0.89,1.03,0.70,0.19,0.0,0.0,5.0,2.0,6.0,3.0,8.0,325,52,1,1,5,17,0.82,2,30,1,112,213,398,21,0.14,0.55,
243,ITA-Serie A,2223,2023-03-04 Monza-Empoli,25,25,2023-03-04 14:00:00+00:00,Monza,Empoli,2 , 1,FT,3919282,https://fotmob.com/matches/monza-vs-empoli/1vbubb#3919282,Monza,0.71,0.71,0.75,0.66,0.05,3.0,0.0,7.0,4.0,3.0,3.0,10.0,313,43,1,0,1,10,0.81,1,33,6,114,199,385,20,0.13,0.53,,Empoli,1.03,1.03,0.76,0.77,0.25,11.0,0.0,7.0,4.0,3.0,11.0,18.0,431,57,1,0,8,12,0.87,5,33,2,239,192,498,23,0.19,0.73,
244,ITA-Serie A,2223,2023-03-05 Inter-Lecce,25,25,2023-03-05 17:00:00+00:00,Inter,Lecce,2 , 0,FT,3919281,https://fotmob.com/matches/inter-vs-lecce/2u5qhi#3919281,Inter,0.82,0.82,1.44,0.61,0.21,3.0,0.0,9.0,7.0,4.0,5.0,14.0,435,62,1,0,6,10,0.84,8,28,3,167,268,519,37,0.31,0.44,,Lecce,0.55,0.55,0.37,0.39,0.16,2.0,0.0,4.0,8.0,1.0,7.0,11.0,235,38,0,0,4,11,0.75,5,19,1,107,128,313,22,0.33,0.39,
245,ITA-Serie A,2223,2023-03-05 Roma-Juventus,25,25,2023-03-05 19:45:00+00:00,Roma,Juventus,1 , 0,FT,3919284,https://fotmob.com/matches/roma-vs-juventus/2uof4v#3919284,Roma,0.62,0.62,0.42,0.45,0.16,3.0,0.0,2.0,1.0,2.0,4.0,6.0,321,40,0,0,2,11,0.82,3,25,2,141,180,390,15,0.27,0.47,,Juventus,0.72,0.72,0.92,0.41,0.32,6.0,1.0,7.0,3.0,5.0,7.0,14.0,502,60,1,1,6,10,0.89,4,17,0,252,250,564,21,0.15,0.52,
246,ITA-Serie A,2223,2023-03-05 Sampdoria-Salernitana,25,25,2023-03-05 14:00:00+00:00,Sampdoria,Salernitana,0 , 0,FT,3919285,https://fotmob.com/matches/salernitana-vs-sampdoria/27pf29#3919285,Sampdoria,0.48,0.48,0.37,0.48,0.00,1.0,0.0,6.0,5.0,3.0,3.0,9.0,356,56,0,0,2,18,0.78,4,23,1,188,168,456,24,0.27,0.4,,Salernitana,0.90,0.90,0.58,0.26,0.64,2.0,0.0,7.0,4.0,4.0,3.0,10.0,256,44,0,0,6,13,0.74,3,19,1,141,115,348,20,0.17,0.46,
247,ITA-Serie A,2223,2023-03-05 Spezia-Hellas Verona,25,25,2023-03-05 11:30:00+00:00,Spezia,Hellas Verona,0 , 0,FT,3919287,https://fotmob.com/matches/hellas-verona-vs-spezia/387l0k#3919287,Spezia,1.19,1.19,0.75,0.89,0.30,5.0,1.0,13.0,11.0,4.0,7.0,20.0,408,69,1,1,9,6,0.83,8,30,0,209,199,491,25,0.35,0.53,,Hellas Verona,1.18,1.18,0.86,0.90,0.28,1.0,0.0,10.0,7.0,3.0,1.0,11.0,128,31,2,2,5,7,0.61,3,17,0,77,51,211,19,0.18,0.31,
248,ITA-Serie A,2223,2023-03-06 Sassuolo-Cremonese,25,25,2023-03-06 17:30:00+00:00,Sassuolo,Cremonese,3 , 2,FT,3919286,https://fotmob.com/matches/cremonese-vs-sassuolo/21sqfb#3919286,Sassuolo,0.96,0.96,1.07,0.71,0.25,1.0,0.0,5.0,5.0,7.0,8.0,13.0,344,54,1,1,4,11,0.77,5,21,0,148,196,448,32,0.24,0.42,,Cremonese,1.15,1.15,1.94,0.95,0.20,1.0,1.0,10.0,6.0,6.0,3.0,13.0,267,46,2,1,3,9,0.72,11,36,0,112,155,373,24,0.46,0.51,
249,ITA-Serie A,2223,2023-03-06 Torino-Bologna,25,25,2023-03-06 19:45:00+00:00,Torino,Bologna,1 , 0,FT,3919288,https://fotmob.com/matches/torino-vs-bologna/373118#3919288,Torino,0.94,0.94,1.33,0.66,0.28,3.0,0.0,9.0,4.0,5.0,3.0,12.0,331,43,1,0,3,9,0.81,4,23,5,153,178,409,27,0.33,0.39,,Bologna,0.51,0.51,0.50,0.37,0.14,6.0,0.0,5.0,4.0,1.0,6.0,11.0,457,57,0,0,3,10,0.86,4,26,1,183,274,530,17,0.22,0.5,
250,ITA-Serie A,2223,2023-03-10 Spezia-Inter,26,26,2023-03-10 19:45:00+00:00,Spezia,Inter,2 , 1,FT,3919298,https://fotmob.com/matches/inter-vs-spezia/2u2yg0#3919298,Spezia,0.98,0.19,1.24,0.19,0.00,2.0,0.0,3.0,0.0,2.0,1.0,4.0,190,31,1,0,1,11,0.72,1,21,0,82,108,265,15,0.14,0.33,,Inter,3.87,2.29,2.46,1.67,0.62,7.0,0.0,20.0,13.0,8.0,8.0,28.0,476,69,2,1,13,9,0.85,16,25,4,287,189,557,30,0.31,0.56,
251,ITA-Serie A,2223,2023-03-11 Bologna-Lazio,26,26,2023-03-11 19:45:00+00:00,Bologna,Lazio,0 , 0,FT,3919289,https://fotmob.com/matches/lazio-vs-bologna/2ssnzl#3919289,Bologna,0.92,0.92,0.24,0.61,0.31,6.0,1.0,10.0,8.0,2.0,6.0,16.0,553,54,2,2,5,11,0.88,5,35,3,183,370,630,23,0.28,0.64,,Lazio,0.80,0.80,0.49,0.80,0.00,1.0,0.0,4.0,2.0,2.0,1.0,5.0,465,46,1,1,2,8,0.87,2,22,3,240,225,534,17,0.18,0.51,
252,ITA-Serie A,2223,2023-03-11 Empoli-Udinese,26,26,2023-03-11 14:00:00+00:00,Empoli,Udinese,0 , 1,FT,3919291,https://fotmob.com/matches/empoli-vs-udinese/2feisx#3919291,Empoli,1.23,1.23,0.21,0.40,0.84,6.0,0.0,10.0,8.0,3.0,7.0,17.0,383,62,1,1,11,12,0.85,9,34,0,180,203,448,24,0.24,0.71,,Udinese,1.47,1.47,0.44,1.07,0.40,4.0,0.0,10.0,6.0,4.0,4.0,14.0,225,38,0,0,5,13,0.79,9,28,2,111,114,285,23,0.6,0.53,
253,ITA-Serie A,2223,2023-03-11 SSC Napoli-Atalanta,26,26,2023-03-11 17:00:00+00:00,SSC Napoli,Atalanta,2 , 0,FT,3919296,https://fotmob.com/matches/atalanta-vs-ssc-napoli/2ss9sz#3919296,SSC Napoli,1.33,1.33,1.39,0.86,0.46,5.0,0.0,13.0,7.0,6.0,5.0,18.0,515,60,1,1,10,12,0.89,6,25,1,263,252,576,30,0.27,0.64,,Atalanta,0.28,0.28,0.21,0.25,0.04,0.0,0.0,4.0,3.0,3.0,2.0,6.0,306,40,0,0,4,11,0.8,4,13,0,122,184,381,19,0.25,0.34,
254,ITA-Serie A,2223,2023-03-12 Cremonese-Fiorentina,26,26,2023-03-12 14:00:00+00:00,Cremonese,Fiorentina,0 , 2,FT,3919290,https://fotmob.com/matches/cremonese-vs-fiorentina/27ga0v#3919290,Cremonese,1.76,1.76,0.96,1.14,0.63,6.0,0.0,12.0,5.0,5.0,4.0,16.0,255,47,2,2,1,10,0.68,8,34,3,117,138,374,28,0.53,0.42,,Fiorentina,1.66,1.66,1.13,1.44,0.22,3.0,0.0,7.0,4.0,3.0,3.0,10.0,315,53,1,0,6,17,0.74,4,35,3,124,191,428,27,0.31,0.44,
255,ITA-Serie A,2223,2023-03-12 Hellas Verona-Monza,26,26,2023-03-12 14:00:00+00:00,Hellas Verona,Monza,1 , 1,FT,3919292,https://fotmob.com/matches/monza-vs-hellas-verona/27vqfu#3919292,Hellas Verona,0.62,0.62,0.23,0.43,0.18,2.0,0.0,6.0,3.0,3.0,2.0,8.0,290,39,0,0,7,17,0.78,2,20,1,128,162,372,10,0.08,0.36,,Monza,1.15,1.15,0.77,0.92,0.23,2.0,0.0,6.0,4.0,3.0,3.0,9.0,519,61,1,0,2,12,0.87,2,30,2,207,312,598,13,0.22,0.55,
256,ITA-Serie A,2223,2023-03-12 Juventus-Sampdoria,26,26,2023-03-12 19:45:00+00:00,Juventus,Sampdoria,4 , 2,FT,3919293,https://fotmob.com/matches/sampdoria-vs-juventus/38bti9#3919293,Juventus,2.84,2.06,2.70,1.50,0.56,8.0,3.0,15.0,8.0,8.0,9.0,24.0,448,56,4,3,11,10,0.88,8,28,2,226,222,509,22,0.29,0.6,,Sampdoria,0.79,0.79,0.70,0.79,0.00,3.0,0.0,7.0,3.0,3.0,2.0,9.0,338,44,0,0,3,10,0.84,4,31,1,132,206,404,11,0.18,0.65,
257,ITA-Serie A,2223,2023-03-12 Lecce-Torino,26,26,2023-03-12 11:30:00+00:00,Lecce,Torino,0 , 2,FT,3919294,https://fotmob.com/matches/torino-vs-lecce/37g3q6#3919294,Lecce,0.51,0.51,0.05,0.36,0.15,7.0,0.0,5.0,4.0,1.0,7.0,12.0,335,55,0,0,9,16,0.78,8,17,2,186,149,429,29,0.24,0.33,,Torino,0.06,0.06,1.05,0.01,0.04,0.0,0.0,3.0,2.0,2.0,1.0,4.0,266,45,2,0,1,17,0.73,3,22,1,131,135,363,32,0.33,0.34,
258,ITA-Serie A,2223,2023-03-12 Roma-Sassuolo,26,26,2023-03-12 17:00:00+00:00,Roma,Sassuolo,3 , 4,FT,3919297,https://fotmob.com/matches/sassuolo-vs-roma/2absmd#3919297,Roma,1.53,1.53,1.06,1.04,0.49,5.0,0.0,9.0,5.0,7.0,8.0,17.0,380,53,2,1,7,11,0.82,7,37,3,154,226,462,25,0.39,0.56,,Sassuolo,3.64,2.85,4.41,2.75,0.10,3.0,1.0,15.0,6.0,10.0,4.0,19.0,323,47,4,1,2,18,0.78,0,24,1,148,175,415,15,0.0,0.46,
259,ITA-Serie A,2223,2023-03-13 AC Milan-Salernitana,26,26,2023-03-13 19:45:00+00:00,AC Milan,Salernitana,1 , 1,FT,3919295,https://fotmob.com/matches/salernitana-vs-ac-milan/1vdrz2#3919295,AC Milan,2.29,2.29,1.02,1.85,0.44,8.0,0.0,14.0,12.0,4.0,10.0,24.0,487,64,2,1,6,15,0.86,10,22,0,282,205,566,25,0.32,0.63,,Salernitana,0.78,0.78,0.57,0.75,0.03,3.0,0.0,3.0,0.0,3.0,3.0,6.0,237,36,1,0,4,13,0.72,2,14,1,97,140,330,18,0.2,0.31,
260,ITA-Serie A,2223,2023-03-17 Atalanta-Empoli,27,27,2023-03-17 19:45:00+00:00,Atalanta,Empoli,2 , 1,FT,3919299,https://fotmob.com/matches/atalanta-vs-empoli/2emo6h#3919299,Atalanta,2.94,2.94,2.90,2.51,0.42,6.0,0.0,17.0,15.0,6.0,10.0,27.0,556,70,7,5,13,11,0.87,16,44,2,392,164,642,32,0.29,0.7,,Empoli,0.73,0.73,1.13,0.46,0.27,1.0,0.0,5.0,2.0,2.0,0.0,5.0,200,30,2,1,2,10,0.68,3,17,1,78,122,296,21,0.33,0.34,
261,ITA-Serie A,2223,2023-03-17 Sassuolo-Spezia,27,27,2023-03-17 17:30:00+00:00,Sassuolo,Spezia,1 , 0,FT,3919306,https://fotmob.com/matches/sassuolo-vs-spezia/2ml209#3919306,Sassuolo,2.01,1.22,1.95,1.19,0.03,2.0,2.0,7.0,7.0,6.0,8.0,15.0,332,45,3,2,3,10,0.81,3,19,1,172,160,408,26,0.21,0.49,,Spezia,0.71,0.71,0.06,0.60,0.11,5.0,0.0,6.0,5.0,1.0,5.0,11.0,408,55,1,1,3,13,0.83,4,32,2,156,252,494,21,0.25,0.52,
262,ITA-Serie A,2223,2023-03-18 Monza-Cremonese,27,27,2023-03-18 14:00:00+00:00,Monza,Cremonese,1 , 1,FT,3919303,https://fotmob.com/matches/monza-vs-cremonese/1oxbgq#3919303,Monza,2.03,2.03,1.56,1.77,0.26,3.0,0.0,11.0,5.0,7.0,4.0,15.0,559,65,2,2,8,12,0.87,7,33,3,197,362,644,15,0.29,0.55,,Cremonese,0.68,0.68,0.68,0.56,0.13,2.0,0.0,5.0,4.0,2.0,3.0,8.0,256,35,1,0,4,12,0.76,3,16,2,108,148,336,9,0.19,0.33,
263,ITA-Serie A,2223,2023-03-18 Salernitana-Bologna,27,27,2023-03-18 17:00:00+00:00,Salernitana,Bologna,2 , 2,FT,3919304,https://fotmob.com/matches/salernitana-vs-bologna/27gnne#3919304,Salernitana,0.87,0.87,0.46,0.44,0.43,5.0,0.0,10.0,5.0,4.0,4.0,14.0,327,42,0,0,5,8,0.81,5,20,0,115,212,404,15,0.29,0.43,,Bologna,0.45,0.45,1.07,0.28,0.17,5.0,0.0,6.0,3.0,2.0,4.0,10.0,484,58,0,0,4,16,0.87,3,30,0,208,276,557,23,0.2,0.6,
264,ITA-Serie A,2223,2023-03-18 Udinese-AC Milan,27,27,2023-03-18 19:45:00+00:00,Udinese,AC Milan,3 , 1,FT,3919308,https://fotmob.com/matches/ac-milan-vs-udinese/2fpjs6#3919308,Udinese,1.91,1.91,2.39,1.79,0.12,3.0,0.0,9.0,6.0,5.0,5.0,14.0,210,36,2,0,5,16,0.73,5,19,1,96,114,289,13,0.42,0.4,,AC Milan,1.50,0.71,2.37,0.51,0.20,1.0,0.0,5.0,3.0,6.0,5.0,10.0,425,64,2,1,6,9,0.84,2,36,3,231,194,503,25,0.08,0.64,
265,ITA-Serie A,2223,2023-03-19 Fiorentina-Lecce,27,27,2023-03-19 14:00:00+00:00,Fiorentina,Lecce,1 , 0,FT,3919300,https://fotmob.com/matches/fiorentina-vs-lecce/2t1qro#3919300,Fiorentina,1.25,1.25,0.82,1.15,0.10,5.0,0.0,10.0,10.0,3.0,8.0,18.0,383,59,1,1,1,14,0.83,5,33,2,183,200,464,39,0.26,0.57,,Lecce,0.56,0.56,0.75,0.46,0.10,4.0,0.0,8.0,2.0,2.0,0.0,8.0,219,41,0,0,3,21,0.7,4,22,2,95,124,315,23,0.29,0.37,
266,ITA-Serie A,2223,2023-03-19 Inter-Juventus,27,27,2023-03-19 19:45:00+00:00,Inter,Juventus,0 , 1,FT,3919301,https://fotmob.com/matches/inter-vs-juventus/2u4jlu#3919301,Inter,1.25,1.25,0.55,1.10,0.15,8.0,0.0,9.0,7.0,3.0,9.0,18.0,549,69,1,1,6,6,0.89,6,40,0,279,270,620,23,0.16,0.82,,Juventus,0.65,0.65,0.51,0.65,0.00,2.0,0.0,4.0,2.0,3.0,3.0,7.0,203,31,0,0,4,18,0.76,2,22,1,99,104,268,19,0.13,0.46,
267,ITA-Serie A,2223,2023-03-19 Lazio-Roma,27,27,2023-03-19 17:00:00+00:00,Lazio,Roma,1 , 0,FT,3919302,https://fotmob.com/matches/lazio-vs-roma/2gdicp#3919302,Lazio,0.60,0.60,1.47,0.60,0.00,4.0,0.0,5.0,3.0,5.0,7.0,12.0,637,69,1,0,5,18,0.92,2,37,1,333,304,694,13,0.14,0.69,,Roma,0.57,0.57,0.76,0.13,0.44,2.0,0.0,6.0,3.0,3.0,2.0,8.0,241,31,1,1,2,13,0.8,1,23,1,72,169,301,18,0.11,0.4,
268,ITA-Serie A,2223,2023-03-19 Sampdoria-Hellas Verona,27,27,2023-03-19 11:30:00+00:00,Sampdoria,Hellas Verona,3 , 1,FT,3919305,https://fotmob.com/matches/hellas-verona-vs-sampdoria/38809f#3919305,Sampdoria,1.34,1.34,1.76,0.85,0.49,5.0,1.0,9.0,2.0,4.0,2.0,11.0,239,44,2,0,5,10,0.7,4,24,1,105,134,340,24,0.27,0.33,,Hellas Verona,1.37,1.37,1.45,0.42,0.95,4.0,1.0,9.0,6.0,6.0,7.0,16.0,331,56,1,0,8,11,0.77,8,23,2,143,188,429,29,0.42,0.39,
269,ITA-Serie A,2223,2023-03-19 Torino-SSC Napoli,27,27,2023-03-19 14:00:00+00:00,Torino,SSC Napoli,0 , 4,FT,3919307,https://fotmob.com/matches/torino-vs-ssc-napoli/37am8z#3919307,Torino,1.33,1.33,0.05,0.86,0.47,1.0,1.0,9.0,9.0,2.0,3.0,12.0,341,48,1,1,5,14,0.83,5,19,4,155,186,413,21,0.31,0.5,,SSC Napoli,2.27,1.48,2.45,1.18,0.30,1.0,0.0,9.0,5.0,6.0,3.0,12.0,389,52,3,0,4,14,0.85,4,24,1,155,234,460,20,0.31,0.5,
270,ITA-Serie A,2223,2023-04-01 Cremonese-Atalanta,28,28,2023-04-01 13:00:00+00:00,Cremonese,Atalanta,1 , 3,FT,3919310,https://fotmob.com/matches/cremonese-vs-atalanta/27cfej#3919310,Cremonese,1.57,0.78,1.70,0.66,0.12,5.0,0.0,8.0,6.0,4.0,7.0,15.0,312,42,1,0,0,13,0.76,4,26,0,172,140,412,22,0.33,0.41,,Atalanta,2.92,2.92,2.97,2.75,0.17,3.0,0.0,10.0,5.0,4.0,2.0,12.0,474,58,5,2,6,10,0.83,7,29,3,237,237,568,29,0.35,0.44,
271,ITA-Serie A,2223,2023-04-01 Inter-Fiorentina,28,28,2023-04-01 16:00:00+00:00,Inter,Fiorentina,0 , 1,FT,3919312,https://fotmob.com/matches/fiorentina-vs-inter/2fs4je#3919312,Inter,2.75,2.75,2.05,2.54,0.22,6.0,1.0,13.0,7.0,3.0,3.0,16.0,385,59,4,4,10,8,0.83,8,31,4,179,206,464,22,0.24,0.54,,Fiorentina,1.11,1.11,0.98,0.72,0.39,7.0,0.0,11.0,9.0,3.0,8.0,19.0,254,41,2,1,8,7,0.76,5,33,0,108,146,335,19,0.29,0.52,
272,ITA-Serie A,2223,2023-04-01 Juventus-Hellas Verona,28,28,2023-04-01 18:45:00+00:00,Juventus,Hellas Verona,1 , 0,FT,3919313,https://fotmob.com/matches/hellas-verona-vs-juventus/389a06#3919313,Juventus,1.80,1.80,0.83,0.73,1.06,2.0,0.0,4.0,6.0,2.0,6.0,10.0,395,55,2,1,3,14,0.83,2,40,1,179,216,476,27,0.18,0.63,,Hellas Verona,0.62,0.62,0.35,0.56,0.06,1.0,0.0,5.0,6.0,3.0,5.0,10.0,290,45,0,0,5,22,0.78,4,26,2,138,152,372,9,0.21,0.48,
273,ITA-Serie A,2223,2023-04-02 Bologna-Udinese,28,28,2023-04-02 10:30:00+00:00,Bologna,Udinese,3 , 0,FT,3919309,https://fotmob.com/matches/udinese-vs-bologna/2tf6iu#3919309,Bologna,0.67,0.67,1.96,0.59,0.09,2.0,0.0,4.0,5.0,4.0,7.0,11.0,418,52,2,1,2,17,0.87,1,30,2,158,260,482,14,0.08,0.61,,Udinese,0.82,0.82,0.63,0.29,0.53,2.0,0.0,10.0,8.0,5.0,5.0,15.0,367,48,0,0,7,10,0.83,5,20,1,143,224,440,26,0.38,0.43,
274,ITA-Serie A,2223,2023-04-02 Monza-Lazio,28,28,2023-04-02 13:00:00+00:00,Monza,Lazio,0 , 2,FT,3919314,https://fotmob.com/matches/monza-vs-lazio/1veqsb#3919314,Monza,1.37,1.37,0.74,0.98,0.39,2.0,1.0,6.0,6.0,3.0,5.0,11.0,569,56,3,3,8,13,0.9,7,33,1,205,364,630,14,0.39,0.69,,Lazio,0.55,0.55,0.77,0.47,0.07,1.0,0.0,3.0,3.0,4.0,5.0,8.0,422,44,0,0,3,8,0.87,1,35,1,183,239,485,15,0.11,0.67,
